selection_rank,name,source,session,duration_seconds,text_characters,annotation_pattern,expression,action,joint_speed_mean,joint_speed_p90,body_rotation_speed,body_rotation_p90,hand_rotation_speed,hand_rotation_p90,joint_positions_available,complexity_score,duration_bin,text_length_bin,complexity_bin
3795,fbx_to_json_data_susu_retarget_maya/20250826/Human_0825_234-1_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250826,7.15,19,no-tags,<unannotated>,<unannotated>,0.013344034552574158,0.03058466501533985,0.013344034552574158,0.03058466501533985,0.018126295879483223,0.052795663475990295,False,0.4503365232937217,q4of5,q3of5,q3of5
3796,fbx_to_json_data_susu_retarget_maya/20250903/Human_0901_293-6_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250903,9.5,23,expression+action,眉梢微挑，眼中闪过一丝俏皮,稍微整理了一下头发,0.011251275427639484,0.026272311806678772,0.011251275427639484,0.026272311806678772,0.02422463148832321,0.06727289408445358,False,0.4842649069302766,q5of5,q5of5,q3of5
3797,fbx_to_json_data_susu_retarget_maya/20251110/Human_1021_271_1_12_01_XG,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251110,5.4,20,action-only,<unannotated>,踮起脚尖，在原地轻盈地转一个圈，动作流畅而俏皮。,4.261011600494385,11.871654510498047,0.03853924572467804,0.10027128458023071,0.029983002692461014,0.0796135738492012,True,0.9002786833526133,q2of5,q4of5,q5of5
3798,fbx_to_json_data_susu_retarget_maya/20250818/Human_0814_108-3_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250818,3.85,17,expression-only,傲娇,<unannotated>,0.003564737504348159,0.008755327202379704,0.003564737504348159,0.008755327202379704,0.003632673528045416,0.010210951790213585,False,0.04782311494373752,q1of5,q2of5,q1of5
3799,fbx_to_json_data_susu_retarget_maya/20250910/Human_0908_194-2_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250910,7.95,24,expression+action,担忧地看向用户,眉头微微皱起,0.015346630476415157,0.034129973500967026,0.015346630476415157,0.034129973500967026,0.024367863312363625,0.06944271922111511,False,0.6141155747186875,q5of5,q5of5,q4of5
3800,fbx_to_json_data_susu_retarget_maya/20250924/Human_0916_66_3_1_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250924,6.9,15,action-only,<unannotated>,听到你的话她沉默了，缓缓转身背对屏幕，双臂交叉抱住自己，肩膀微微蜷缩起来。,0.7815601825714111,2.399385690689087,0.013924706727266312,0.037333108484745026,0.005358160473406315,0.01397105772048235,True,0.30970659375328635,q4of5,q1of5,q2of5
3801,fbx_to_json_data_susu_chonglu/20260116/Human_237_57_01_A,fbx_to_json_data_susu_chonglu,fbx_to_json_data_susu_chonglu/20260116,5.95,22,expression+action,眼神故作无辜,视线移向侧面,0.5849546790122986,0.9995221495628357,0.008621830493211746,0.016186624765396118,0.013476269319653511,0.026065010577440262,True,0.18028972552318853,q3of5,q4of5,q1of5
3802,fbx_to_json_data_susu_retarget_maya/20250819/Human_0814_251-7_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250819,5.3,15,expression-only,得逞,<unannotated>,0.014449064619839191,0.035465534776449203,0.014449064619839191,0.035465534776449203,0.03260469064116478,0.09132719039916992,False,0.7048059732884635,q2of5,q1of5,q4of5
3803,fbx_to_json_data_susu_retarget_maya/20250829/Human_0826_259-6_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250829,6.65,19,action-only,<unannotated>,轻抚锁骨,0.016614655032753944,0.04005124419927597,0.016614655032753944,0.04005124419927597,0.029263433068990707,0.08132429420948029,False,0.7285334945840782,q4of5,q3of5,q5of5
3804,fbx_to_json_data_susu_retarget_maya/20251013/Human_0916_203_4_5_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251013,5.85,23,action-only,<unannotated>,双手叉腰，歪着头，假装严肃地瞪着你，但嘴角却在偷笑。,0.5663757920265198,1.0603811740875244,0.01673516072332859,0.035909321159124374,0.008371090516448021,0.02360934391617775,True,0.3791933957303607,q3of5,q5of5,q2of5
3805,fbx_to_json_data_susu_retarget_maya/20250902/Human_0901_76-4_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250902,7.65,20,expression+action,眉头微皱,撇嘴,0.014484666287899017,0.02960832789540291,0.014484666287899017,0.02960832789540291,0.024277498945593834,0.07111254334449768,False,0.5748107056472815,q4of5,q4of5,q3of5
3806,fbx_to_json_data_susu_retarget_maya/20251119/Human_0916_322_3_6_01_XC,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251119,3.45,17,action-only,<unannotated>,原地小跑，双腿故意抬得很高，步伐凌乱，像一只兴奋过头的小狗。,4.763864040374756,11.227134704589844,0.0782361701130867,0.20759902894496918,0.041821110993623734,0.12594832479953766,True,0.9887080660426965,q1of5,q2of5,q5of5
3807,fbx_to_json_data_susu_retarget_maya/20250815/Human_0814_36-5_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250815,5.6,17,no-tags,<unannotated>,<unannotated>,0.00859485287219286,0.015058116987347603,0.00859485287219286,0.015058116987347603,0.021218156442046165,0.060039080679416656,False,0.34652697444526237,q2of5,q2of5,q2of5
3808,fbx_to_json_data_susu_chonglu/20260115/Human_4_79_01_A,fbx_to_json_data_susu_chonglu,fbx_to_json_data_susu_chonglu/20260115,4.15,6,expression+action,垂眸低落,双肩微沉,0.13443748652935028,0.3200053572654724,0.003399721346795559,0.007690068334341049,0.0023722685873508453,0.006111382506787777,True,0.0328373120201914,q1of5,q1of5,q1of5
3809,fbx_to_json_data_susu_retarget_maya/20251104/Human_0916_165_0_1_01_XC,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251104,6.0,24,action-only,<unannotated>,像舞台剧演员一样夸张地弯腰鞠躬，再猛地直起身，单手叉腰，另一只胳膊直直指向你。,1.6376575231552124,3.824840784072876,0.023665154352784157,0.05361534655094147,0.010453804396092892,0.02365339919924736,True,0.5162872015984857,q3of5,q5of5,q3of5
3810,fbx_to_json_data_susu_retarget_maya/20250917/Human_0916_33_0_3_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250917,12.65,18,action-only,<unannotated>,写下一个“字”后，会突然停顿，歪着头，用手臂比划一下你的轮廓再继续写。,1.2754409313201904,3.4315061569213867,0.016914788633584976,0.04497993737459183,0.018264412879943848,0.05451605096459389,True,0.5891655273950994,q5of5,q3of5,q4of5
3811,fbx_to_json_data_susu_retarget_maya/20250805/Human_susu_250804_34-4_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250805,5.45,13,expression-only,欲拒还迎,<unannotated>,0.00833131279796362,0.019051460549235344,0.00833131279796362,0.019051460549235344,0.006927517708390951,0.019051335752010345,False,0.1291933957303607,q2of5,q1of5,q1of5
3812,fbx_to_json_data_susu_retarget_maya/20251010/Human_0916_158_4_12_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251010,3.95,17,action-only,<unannotated>,她将全身的重量向后压，双腿蹬直，手臂也绷得笔直，和“箱子”进行最后的拉锯战。,2.944160223007202,6.218194484710693,0.020426062867045403,0.057477716356515884,0.03415268287062645,0.10505172610282898,True,0.8745136186770428,q1of5,q2of5,q5of5
3813,fbx_to_json_data_susu_retarget_maya/20250804/Human_76-7_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250804,9.55,21,expression-only,小倔强,<unannotated>,0.009803484193980694,0.021495314314961433,0.009803484193980694,0.021495314314961433,0.023495575413107872,0.06657229363918304,False,0.42507098538226945,q5of5,q4of5,q2of5
3814,fbx_to_json_data_susu_retarget_maya/20251011/Human_0916_181_1_7_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251011,7.75,28,action-only,<unannotated>,踮起脚尖，身体随之舒展，手臂轻柔地向上扬起再缓缓落下，如同在拂去高处的灰尘。,2.6018359661102295,7.109527111053467,0.028258219361305237,0.06763384491205215,0.016647234559059143,0.04080497846007347,True,0.6478467767378273,q4of5,q5of5,q4of5
3815,fbx_to_json_data_susu_retarget_maya/20251107/Human_0916_198_3_12_01_XG,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251107,6.15,19,action-only,<unannotated>,突然像断了线的木偶，四肢一软垂了下来，随即又立刻挺直身体，好像什么都没发生。,2.4291489124298096,6.54874324798584,0.01993962936103344,0.05518785119056702,0.010793542489409447,0.0272467453032732,True,0.5060337574929015,q3of5,q3of5,q3of5
3816,fbx_to_json_data_susu_retarget_maya/20250916/Human_0915_44-1_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250916,7.05,15,expression+action,眉头紧-锁，眼中闪烁着质疑和不安,双手轻抚太阳穴，像是在努力思考什么,0.010558156296610832,0.025383323431015015,0.010558156296610832,0.025383323431015015,0.019474083557724953,0.04827777296304703,False,0.3654169733936271,q4of5,q1of5,q2of5
3817,fbx_to_json_data_susu_retarget_maya/20250825/Human_0819_270-10_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250825,5.9,22,no-tags,<unannotated>,<unannotated>,0.01232594158500433,0.026929371058940887,0.01232594158500433,0.026929371058940887,0.027737611904740334,0.08892305195331573,False,0.5828688610789778,q3of5,q4of5,q4of5
3818,fbx_to_json_data_susu_retarget_maya/20251121/Human_1119_53_1_3_01_XC,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251121,7.8,27,action-only,<unannotated>,伸出左手悬停在半空，仿佛搭在透明舞伴的肩膀上，右手轻柔地向侧面舒展,0.6921742558479309,1.8426494598388672,0.011015191674232483,0.02463284693658352,0.007372737862169743,0.018564729019999504,True,0.19522294668209064,q5of5,q5of5,q1of5
3819,fbx_to_json_data_susu_chonglu/20260119/Human_296_14_01_A,fbx_to_json_data_susu_chonglu,fbx_to_json_data_susu_chonglu/20260119,3.4,7,expression+action,温柔颔首,肩膀轻微放松,0.8912175297737122,2.6901659965515137,0.010797310620546341,0.019238686189055443,0.025164706632494926,0.08243867754936218,True,0.48196445472710064,q1of5,q1of5,q3of5
3820,fbx_to_json_data_susu_retarget_maya/20250821/Human_0819_103-11_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250821,5.6,17,no-tags,<unannotated>,<unannotated>,0.016621578484773636,0.03687606751918793,0.016621578484773636,0.03687606751918793,0.02992520108819008,0.08975937962532043,False,0.7313992007571775,q2of5,q2of5,q5of5
3821,fbx_to_json_data_susu_retarget_maya/20250828/Human_0826_177-3_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250828,7.2,22,expression-only,微蹙,<unannotated>,0.014815330505371094,0.039427608251571655,0.014815330505371094,0.039427608251571655,0.018784303218126297,0.05865786597132683,False,0.5521348196445472,q4of5,q4of5,q3of5
3822,fbx_to_json_data_susu_retarget_maya/20250905/Human_0904_180-7_04,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250905,8.05,19,action-only,<unannotated>,低头看了看自己的“手”，又抬头看向用户，声音带点飘忽。,0.01015443541109562,0.024038616567850113,0.01015443541109562,0.024038616567850113,0.011039426550269127,0.03201055899262428,False,0.23153065516878746,q5of5,q3of5,q1of5
3823,fbx_to_json_data_susu_retarget_maya/20251103/Human_0916_138_3_16_01_XG,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251103,4.95,23,action-only,<unannotated>,双臂在胸前交叉，歪着头，摆出一个“你看，就是这样”的得意姿势,1.1834429502487183,4.261469841003418,0.015536068007349968,0.031185414642095566,0.017819948494434357,0.0307875145226717,True,0.424137659059838,q2of5,q5of5,q2of5
3824,fbx_to_json_data_susu_retarget_maya/20250820/Human_0819_92-7_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250820,6.25,17,expression-only,赌气,<unannotated>,0.015244214795529842,0.03645090386271477,0.015244214795529842,0.03645090386271477,0.031101340427994728,0.08187226206064224,False,0.7005468503522978,q3of5,q2of5,q4of5
3825,fbx_to_json_data_susu_retarget_maya/20251020/Human_0916_300_3_11_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251020,4.35,18,action-only,<unannotated>,张开双臂，做一个向外抛洒的动作，好像要把所有好运气都抛给你。,2.614975929260254,8.691102981567383,0.03575195372104645,0.0997723862528801,0.03357773274183273,0.08958932757377625,True,0.9317751603743822,q1of5,q3of5,q5of5
3826,fbx_to_json_data_susu_retarget_maya/20250915/Human_0912_218-1_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250915,6.6,13,expression+action,一脸困惑和不解,思索状，指尖轻点下巴,0.01999293453991413,0.049806125462055206,0.01999293453991413,0.049806125462055206,0.020643718540668488,0.05966240167617798,False,0.6752287306762015,q4of5,q1of5,q4of5
3827,fbx_to_json_data_susu_retarget_maya/20250912/Human_0912_56-5_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250912,9.3,20,expression+action,有些心疼的样子,一只手轻触前额，显得有些困惑和头晕,0.007514080964028835,0.018624747171998024,0.007514080964028835,0.018624747171998024,0.0058249738067388535,0.015890764072537422,False,0.10961983384162373,q5of5,q4of5,q1of5
3828,fbx_to_json_data_susu_retarget_maya/20251111/Human_1021_280_3_7_01_XC,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251111,4.9,17,action-only,<unannotated>,向着屏幕的方向伸出双臂，身体微微前倾，随即又笑着收回,1.269432544708252,3.5896430015563965,0.019673369824886322,0.05607153847813606,0.023290209472179413,0.06892473995685577,True,0.738024503102324,q2of5,q2of5,q5of5
3829,fbx_to_json_data_susu_retarget_maya/20250901/Human_0829_111-3_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250901,6.55,21,no-tags,<unannotated>,<unannotated>,0.013590401038527489,0.035392023622989655,0.013590401038527489,0.035392023622989655,0.010364468209445477,0.03163107484579086,False,0.35793721737301504,q3of5,q4of5,q2of5
3830,fbx_to_json_data_susu_retarget_maya/20250928/Human_0916_110_3_5_02,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250928,4.0,23,action-only,<unannotated>,双臂高举过头顶，踮起脚尖，仿佛要触碰屏幕的顶端，然后缓缓落下，行一个标准的芭蕾舞谢幕礼。,1.0884090662002563,2.6715009212493896,0.023816946893930435,0.05974694341421127,0.008929789066314697,0.02325264737010002,True,0.5183773267430856,q1of5,q5of5,q3of5
3831,fbx_to_json_data_susu_retarget_maya/20250911/Human_0910_97-5_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250911,9.95,20,expression+action,困惑地皱着眉头，嘴角微微抿着,轻轻眨了眨眼，下意识地往后退了半步,0.01652636006474495,0.03988661617040634,0.01652636006474495,0.03988661617040634,0.025947924703359604,0.07146619260311127,False,0.6811573246398149,q5of5,q4of5,q4of5
3832,fbx_to_json_data_susu_retarget_maya/20250812/Human_0811_98-10_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250812,4.5,10,expression-only,豁然开朗,<unannotated>,0.010763110592961311,0.026906602084636688,0.010763110592961311,0.026906602084636688,0.011258991435170174,0.030177973210811615,False,0.2546666316121569,q1of5,q1of5,q1of5
3833,fbx_to_json_data_susu_retarget_maya/20250929/Human_0916_114_4_12_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250929,5.45,18,action-only,<unannotated>,双臂在身前交错环抱自己，然后缓缓松开，像是完成了一个无声的拥抱。,0.021427972242236137,0.059045951813459396,0.021427972242236137,0.059045951813459396,0.010076386854052544,0.028411539271473885,False,0.5225970133557682,q2of5,q3of5,q3of5
3834,fbx_to_json_data_susu_retarget_maya/20250904/Human_0904_101-1_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250904,6.4,17,expression+action,认真中带着一丝期待，眼神专注地看向对方,抬起头看向对方，试探性地询问,0.013579009100794792,0.033469583839178085,0.013579009100794792,0.033469583839178085,0.011916959658265114,0.03491157293319702,False,0.3658770638342622,q3of5,q2of5,q2of5
3835,fbx_to_json_data_susu_retarget_maya/20251022/Human_1021_19_1_10_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251022,6.85,18,action-only,<unannotated>,一条腿像是被黏住了抬不起来，她用另一条腿蹬地，身体用力向后拉扯。,1.5569384098052979,3.465503215789795,0.02741434797644615,0.06753586232662201,0.02112843655049801,0.06497104465961456,True,0.762488169102955,q4of5,q3of5,q5of5
3836,fbx_to_json_data_susu_chonglu/20260115/Human_154_142_01_A,fbx_to_json_data_susu_chonglu,fbx_to_json_data_susu_chonglu/20260115,7.7,60,expression+action,认真八卦,右手悬空比划,0.7240350842475891,1.3906526565551758,0.009561198763549328,0.02003437466919422,0.012465528212487698,0.028582241386175156,True,0.2039778104953202,q4of5,q5of5,q1of5
3837,fbx_to_json_data_susu_retarget_maya/20250909/Human_0908_106-2_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250909,5.4,17,expression+action,有些窘迫，但努力保持平静,我下意识地往后退了一点，眼神闪躲着。,0.01678689382970333,0.04109068587422371,0.01678689382970333,0.04109068587422371,0.02474762499332428,0.07310548424720764,False,0.6844305394889052,q2of5,q2of5,q4of5
3838,fbx_to_json_data_susu_retarget_maya/20250806/Human_susu_250804_135-7_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250806,4.4,12,expression-only,偷笑,<unannotated>,0.009246297180652618,0.023595226928591728,0.009246297180652618,0.023595226928591728,0.0213795006275177,0.061690159142017365,False,0.3973472499737092,q1of5,q1of5,q2of5
3839,fbx_to_json_data_susu_retarget_maya/20251126/Human_1119_114_0_7_01_XC,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251126,6.1,23,action-only,<unannotated>,突然停下动作，单手叉腰，另一只手臂伸直并在空中画个大圈，最后指向某个角落,1.6233869791030884,5.0267229080200195,0.01934145763516426,0.048523079603910446,0.016267675906419754,0.03774544969201088,True,0.5574981596382375,q3of5,q5of5,q3of5
